LOCATION_ID,SUBLOCATION_ID,STATION_ID,SAMPLE_DATE,SAMPLE_TIME,RBR_SERIAL_NUM,OPTODE_SERIAL_NUM,PROFILE,AVGDEPTH,DEPTH_BIN,TEMP,COND,COND_SPEC,OXYGEN,OXYGEN_SATURATION,CHLA,DATA_SET_ID,Collection_method,collection_authority,comments
239,LA,CB,2014-08-11,08:36,18033,138,2,10,10,5.28,17.14,27.49,6.95,57.3,0.86,GC5,RBR,1009,
239,LA,CB,2014-08-11,08:42,18033,138,2,15.02,15,4.69,16.88,27.58,6.77,55,0.65,GC5,RBR,1009,
239,LA,CB,2014-08-11,08:48,18033,138,2,20,20,4.38,16.68,27.51,7.14,57.5,0.61,GC5,RBR,1009,
239,LA,CB,2014-08-11,08:56,18033,138,2,25.07,25,4.26,17.14,28.38,4.75,38.1,0.56,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:19,18033,138,1,-0.03,0,8.04,18.14,26.83,9.36,82.7, ,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:19,18033,138,1,0.49,0.5,8.05,18.09,26.75,9.48,83.8,3.01,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:20,18033,138,1,1.02,1,8.07,18.06,26.69,9.53,84.3,2.99,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:20,18033,138,1,1.99,2,8.06,18.06,26.7,9.54,84.3,3.21,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:20,18033,138,1,2.98,3,8.06,18.06,26.7,9.55,84.4,3.06,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:21,18033,138,1,3.99,4,8.06,18.06,26.7,9.55,84.4,3.13,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:21,18033,138,1,4.99,5,8.07,18.07,26.71,9.55,84.4,2.94,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:22,18033,138,1,5.98,6,8.07,18.07,26.71,9.55,84.4,3,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:22,18033,138,1,6.99,7,8.06,18.07,26.71,9.55,84.4,2.94,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:23,18033,138,1,7.97,8,8.07,18.08,26.72,9.54,84.3,2.89,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:23,18033,138,1,8.98,9,8.07,18.08,26.72,9.54,84.3,2.8,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:23,18033,138,1,9.99,10,8.04,18.08,26.74,9.53,84.2,2.88,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:24,18033,138,1,10.87,,8.01,18.08,26.77,9.49,83.8,2.84,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:24,18033,138,1,11.99,12,7.83,18.06,26.87,9.38,82.5,2.72,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:25,18033,138,1,12.26,12.25,7.8,18.05,26.88,9.2,80.8,2.58,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:25,18033,138,1,12.5,12.5,7.75,18.06,26.93,9.05,79.4,2.52,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:26,18033,138,1,12.65,12.75,7.74,18.06,26.94,8.99,78.8,2.44,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:26,18033,138,1,13,13,7.49,18,27.04,8.47,73.8,2.28,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:28,18033,138,1,13.25,13.25,6.66,17.93,27.6,6.48,55.3,1.98,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:28,18033,138,1,13.51,13.5,6.28,17.85,27.78,5.91,50,1.49,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:29,18033,138,1,13.75,13.75,5.72,17.66,27.95,5.19,43.3,1.31,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:29,18033,138,1,13.99,14,5.41,17.54,28.03,4.97,41.1,1.11,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:30,18033,138,1,14.98,15,4.94,17.28,28.01,4.85,39.6,0.87,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:30,18033,138,1,15.99,16,4.78,17.1,27.86,5.01,40.8,0.79,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:31,18033,138,1,16.98,17,4.67,17.09,27.94,5.12,41.6,0.75,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:31,18033,138,1,17.95,18,4.59,17.07,27.98,5.04,40.8,0.74,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:32,18033,138,1,19,19,4.52,17.09,28.07,4.9,39.6,0.71,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:32,18033,138,1,20,20,4.47,17.1,28.13,4.77,38.5,0.73,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:32,18033,138,1,20.99,21,4.42,17.09,28.15,4.66,37.6,0.69,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:33,18033,138,1,21.98,22,4.4,17.15,28.28,4.49,36.2,0.7,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:33,18033,138,1,23.01,23,4.37,17.31,28.56,4.02,32.4,0.68,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:34,18033,138,1,24.01,24,4.35,17.42,28.76,3.5,28.2,0.69,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:34,18033,138,1,24.98,25,4.34,17.51,28.92,3.15,25.4,0.68,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:35,18033,138,1,25.99,26,4.33,17.63,29.13,2.7,21.7,0.63,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:35,18033,138,1,27.01,27,4.34,17.75,29.32,2.32,18.7,0.61,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:36,18033,138,1,28.01,28,4.34,17.84,29.47,2.08,16.7,0.63,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:36,18033,138,1,28.97,29,4.33,17.93,29.62,1.87,15,0.65,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:37,18033,138,1,29.99,30,4.32,18.08,29.89,1.44,11.6,0.58,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:37,18033,138,1,30.6,,4.31,19.88,32.87,1.17,9.4,0.62,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:41,18033,138,2,4.99,5,8.06,18.17,26.86,9.57,84.6,3.21,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:48,18033,138,2,9.94,10,8.01,18.17,26.9,9.49,83.8,2.82,GC5,RBR,1009,
239,LA,CB,2014-10-28,07:56,18033,138,2,15.01,15,5,17.34,28.06,5.17,42.3,0.9,GC5,RBR,1009,
239,LA,CB,2014-10-28,08:02,18033,138,2,20.04,20,4.5,17.15,28.19,4.75,38.4,0.72,GC5,RBR,1009,
239,LA,CB,2014-10-28,08:09,18033,138,2,25.02,25,4.35,17.52,28.93,3.32,26.7,0.67,GC5,RBR,1009,
239,LA,CB,2014-10-28,08:17,18033,138,2,29.95,30,4.31,18.11,29.94,1.29,10.4,0.6,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:10,18033,138,1,-0.02,0,8.33,16.11,23.64,9.72,86.5, ,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:11,18033,138,1,0.52,0.5,8.31,16.09,23.62,9.73,86.5,0.82,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:11,18033,138,1,0.99,1,8.35,16.09,23.59,9.73,86.6,0.91,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:12,18033,138,1,1.99,2,8.33,16.09,23.61,9.73,86.6,1.02,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:13,18033,138,1,3.06,3,8.33,16.09,23.61,9.73,86.6,1.22,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:13,18033,138,1,4.06,4,8.34,16.1,23.61,9.72,86.5,1.16,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:14,18033,138,1,5,5,8.33,16.1,23.62,9.73,86.6,1.23,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:14,18033,138,1,6.02,6,8.33,16.1,23.62,9.73,86.6,1.28,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:15,18033,138,1,7.04,7,8.34,16.11,23.63,9.72,86.5,1.36,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:15,18033,138,1,8.06,8,8.33,16.11,23.64,9.72,86.5,1.31,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:15,18033,138,1,8.99,9,8.33,16.11,23.64,9.71,86.4,1.29,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:16,18033,138,1,10.03,10,8.27,16.14,23.72,9.62,85.5,1.4,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:17,18033,138,1,11.02,11,7.65,16.38,24.5,8.01,70.1,1.64,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:18,18033,138,1,11.25,11.25,6.79,16.41,25.16,7.53,64.5,1.53,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:19,18033,138,1,11.51,11.5,6.24,16.38,25.52,6.89,58.2,1.55,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:19,18033,138,1,11.77,11.75,5.99,16.33,25.64,6.15,51.6,1.52,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:20,18033,138,1,11.99,12,5.58,16.23,25.8,5.73,47.6,1.53,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:21,18033,138,1,12.94,13,5.01,16.04,25.95,5.04,41.3,1.99,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:22,18033,138,1,14,14,4.7,16.22,26.49,4.07,33.1,1.26,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:23,18033,138,1,15,15,4.52,16.8,27.6,1.98,16,0.78,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:24,18033,138,1,16.06,16,4.46,17.15,28.23,0.97,7.8,0.57,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:24,18033,138,1,17,17,4.45,18.74,30.85,0.51,4.1,0.34,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:25,18033,138,1,18.1,18,4.42,28.6,47.12,0.26,2.1,0.33,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:25,18033,138,1,18.97,19,4.39,42.9,70.75,0.16,1.3,0.48,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:26,18033,138,1,19.91,20,4.39,47.62,78.53,0.17,1.4,0.53,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:26,18033,138,1,20.11,,4.39,90.2,148.78,0.19,1.5,0.55,GC5,RBR,1009,
373,LA,CB,2014-10-27,08:34,18033,138,2,5.01,5,8.32,16.2,23.77,9.71,86.4,1.24,GC5,RBR,1009,
373,LA,CB,2014-10-27,09:09,18033,138,2,9.94,10,8.32,16.22,23.8,9.62,85.6,1.35,GC5,RBR,1009,
373,LA,CB,2014-10-27,09:15,18033,138,2,15,15,4.56,16.92,27.76,1.99,16.1,0.72,GC5,RBR,1009,
373,LA,CB,2014-10-27,09:25,18033,138,2,20.03,20,4.39,53.17,87.68,0.12,1,0.51,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:15,18033,138,1,0.06,0,8.59,18.42,26.83,9.42,84.3, ,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:16,18033,138,1,0.45,0.5,8.6,18.4,26.79,9.41,84.3,1.25,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:17,18033,138,1,1,1,8.6,18.38,26.76,9.38,84,1.61,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:18,18033,138,1,2.03,2,8.59,18.39,26.79,9.38,84,2.23,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:19,18033,138,1,2.99,3,8.57,18.38,26.79,9.37,83.9,2.57,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:20,18033,138,1,4.03,4,8.57,18.38,26.79,9.36,83.8,2.64,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:21,18033,138,1,5,5,8.56,18.38,26.79,9.36,83.7,2.76,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:21,18033,138,1,6,6,8.57,18.37,26.77,9.34,83.6,2.54,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:22,18033,138,1,7.02,7,8.56,18.37,26.78,9.34,83.6,2.76,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:22,18033,138,1,7.98,8,8.56,18.37,26.78,9.33,83.5,2.75,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:23,18033,138,1,8.99,9,8.55,18.37,26.79,9.32,83.4,2.5,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:24,18033,138,1,10.03,10,8.19,18.36,27.04,8.58,76.1,2.48,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:25,18033,138,1,10.27,10.25,8.08,18.35,27.11,8.25,73,2.36,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:26,18033,138,1,10.45,10.5,7.96,18.34,27.19,7.8,68.8,2.18,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:27,18033,138,1,10.76,10.75,7.27,18.27,27.63,6.56,56.9,1.53,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:28,18033,138,1,11,11,6.81,18.18,27.86,5.89,50.5,1.38,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:28,18033,138,1,11.24,11.25,6.41,18.09,28.05,5.42,46,1.4,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:29,18033,138,1,11.46,11.5,6.28,18.03,28.06,5.23,44.2,1.21,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:30,18033,138,1,11.75,11.75,5.83,17.81,28.1,4.78,40,1.17,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:30,18033,138,1,11.91,12,5.55,17.73,28.21,4.66,38.7,1.12,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:31,18033,138,1,12.93,13,5.22,17.52,28.16,4.53,37.3,0.95,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:31,18033,138,1,14,14,5.02,17.37,28.09,4.62,37.8,0.95,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:32,18033,138,1,14.98,15,4.87,17.2,27.94,4.85,39.6,0.87,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:33,18033,138,1,16,16,4.79,17.14,27.91,5.04,41,0.84,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:34,18033,138,1,16.98,17,4.69,17.18,28.07,4.88,39.6,0.78,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:35,18033,138,1,17.94,18,4.58,17.08,28,4.95,40.1,0.77,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:35,18033,138,1,18.95,19,4.52,17.07,28.03,5.08,41.1,0.72,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:36,18033,138,1,19.94,20,4.47,17.11,28.14,4.91,39.7,0.7,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:37,18033,138,1,21.01,21,4.42,17.12,28.21,4.65,37.5,0.68,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:38,18033,138,1,22.01,22,4.37,17.2,28.38,4.34,35,0.68,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:39,18033,138,1,23.02,23,4.35,17.35,28.65,3.7,29.8,0.67,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:40,18033,138,1,23.99,24,4.35,17.5,28.9,3.16,25.4,0.68,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:41,18033,138,1,25,25,4.33,17.55,29,2.92,23.5,0.65,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:41,18033,138,1,26,26,4.32,17.68,29.22,2.44,19.6,0.64,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:42,18033,138,1,26.99,27,4.31,17.77,29.38,2.05,16.5,0.63,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:43,18033,138,1,27.96,28,4.31,17.84,29.5,1.78,14.3,0.62,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:43,18033,138,1,29.02,29,4.3,17.95,29.68,1.44,11.6,0.63,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:44,18033,138,1,30.02,30,4.3,18.02,29.8,1.23,9.9,0.61,GC5,RBR,1009,
239,LA,CB,2014-10-20,13:46,18033,138,1,30.51,,4.3,67.41,111.48,0.92,7.4,0.71,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:07,18033,138,1,0.02,0,10.08,15.67,21.92,9.53,88.4, ,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:08,18033,138,1,0.5,0.5,10.06,15.65,21.9,9.53,88.4,0.43,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:08,18033,138,1,1.06,1,10.04,15.65,21.91,9.52,88.2,0.42,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:09,18033,138,1,2.12,,10.02,15.63,21.89,9.51,88.1,0.44,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:09,18033,138,1,3.09,3,9.97,15.62,21.91,9.5,87.9,0.59,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:10,18033,138,1,4.04,4,9.96,15.61,21.9,9.48,87.7,0.89,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:10,18033,138,1,5.03,5,9.94,15.6,21.9,9.48,87.7,0.86,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:11,18033,138,1,6.13,,9.92,15.6,21.91,9.47,87.5,1.12,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:11,18033,138,1,7.1,7,9.84,15.59,21.94,9.41,86.8,1.2,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:12,18033,138,1,8.03,8,9.74,15.57,21.97,9.35,86,1.21,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:12,18033,138,1,8.98,9,9.48,15.51,22.04,9.16,83.8,1.73,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:13,18033,138,1,10.01,10,8.97,15.42,22.22,8.8,79.5,1.78,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:14,18033,138,1,10.27,10.25,8.42,15.3,22.39,8.46,75.4,2.21,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:15,18033,138,1,10.49,10.5,7.61,15.15,22.69,7.69,67.2,1.28,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:15,18033,138,1,10.7,10.75,7.02,15.06,22.94,7.37,63.5,1.15,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:15,18033,138,1,11.08,11,6.72,14.99,23.03,7.24,61.9,0.99,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:16,18033,138,1,11.25,11.25,6.52,14.93,23.07,7.18,61.1,1.01,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:16,18033,138,1,11.55,11.5,6.23,14.88,23.19,7.06,59.6,1.04,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:17,18033,138,1,11.74,11.75,5.96,14.79,23.25,6.83,57.3,0.95,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:17,18033,138,1,12.02,12,5.66,14.68,23.28,6.53,54.4,0.94,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:18,18033,138,1,13.05,13,5.24,14.62,23.48,6.11,50.3,0.69,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:19,18033,138,1,14.01,14,5.1,14.6,23.55,5.78,47.4,0.64,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:19,18033,138,1,15,15,4.85,14.58,23.7,5.54,45.2,0.54,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:20,18033,138,1,16.05,16,4.75,14.57,23.76,5.2,42.3,0.49,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:20,18033,138,1,17.05,17,4.65,14.55,23.8,5.02,40.7,0.46,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:21,18033,138,1,18.01,18,4.58,14.57,23.89,4.96,40.2,0.42,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:21,18033,138,1,19.11,,4.53,14.6,23.97,4.74,38.3,0.42,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:22,18033,138,1,20.11,,4.46,14.59,24.01,4.59,37.1,0.41,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:22,18033,138,1,21,21,4.43,14.62,24.08,4.37,35.3,0.36,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:23,18033,138,1,22.14,,4.4,14.67,24.19,4.15,33.5,0.36,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:24,18033,138,1,23.07,23,4.36,14.65,24.19,4.03,32.5,0.33,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:24,18033,138,1,24.06,24,4.34,14.72,24.31,3.73,30,0.32,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:25,18033,138,1,25.03,25,4.34,14.74,24.35,3.6,29,0.32,GC5,RBR,1009,
305,LA,CB,2014-10-14,10:25,18033,138,1,26.16,,4.34,14.81,24.46,3.4,27.4,0.34,GC5,RBR,1009,
